PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
1271_01,Earth,False,C/27/S,PSO J318.5-22,31.7,False,143,1074,367,1482,217,Hiro Tanaka,False
1271_02,Europa,True,A/45/P,TRAPPIST-1e,37.0,False,0,0,0,0,0,Leo Stark,True
1272_01,Earth,True,D/47/P,TRAPPIST-1e,34.3,False,0,0,0,0,0,Kai Vega,True
1272_02,Earth,False,D/174/S,PSO J318.5-22,22.7,False,1179,441,840,955,698,Hiro Tanaka,False
1273_01,Mars,False,B/50/P,PSO J318.5-22,30.1,False,944,922,934,24,805,Remy Vivaldi,True
1273_02,Earth,True,D/5/S,55 Cancri e,26.0,False,0,0,0,0,0,Ilya Komarov,True
1274_01,Europa,False,A/70/S,TRAPPIST-1e,26.4,False,1083,1490,433,878,1089,Mila Benson,False
1274_02,Europa,False,G/130/S,TRAPPIST-1e,28.7,False,909,564,105,95,167,Nova Stark,True
1275_01,Europa,False,C/160/P,TRAPPIST-1e,27.6,False,1066,946,1133,1233,748,Aria Lin,True
1275_02,Europa,False,D/60/S,TRAPPIST-1e,43.3,False,830,48,114,1178,502,Ilya Komarov,False
1276_01,Earth,True,C/146/P,TRAPPIST-1e,36.0,False,0,0,0,0,0,Leo Stark,True
1276_02,Earth,True,E/35/P,PSO J318.5-22,43.0,False,0,0,0,0,0,Ethan Zhao,False
1277_01,Earth,False,A/19/S,PSO J318.5-22,33.5,False,966,1236,180,612,696,Mila Benson,True
1277_02,Earth,False,F/180/S,TRAPPIST-1e,38.4,False,602,247,1237,358,248,Ilya Komarov,False
1278_01,Earth,False,B/160/S,PSO J318.5-22,30.3,False,1111,662,175,722,425,Lara Xel'Naga,True
1278_02,Mars,True,F/67/P,PSO J318.5-22,43.7,False,0,0,0,0,0,Nova Stark,True
1279_01,Earth,False,B/168/P,TRAPPIST-1e,31.8,False,702,80,926,137,1456,Priya Kaur,False
1279_02,Earth,False,B/17/P,TRAPPIST-1e,24.5,False,469,349,1149,1332,1253,Jordan Benson,False
1280_01,Earth,False,C/192/S,55 Cancri e,30.5,False,1043,1001,268,1026,769,Jordan Benson,False
1280_02,Mars,True,D/140/S,55 Cancri e,22.8,False,0,0,0,0,0,Leo Stark,True
1281_01,Earth,True,E/29/S,TRAPPIST-1e,30.0,False,0,0,0,0,0,Mila Benson,True
1281_02,Earth,False,G/173/P,TRAPPIST-1e,10.8,False,812,1156,1335,481,894,Lara Xel'Naga,False
1282_01,Mars,False,D/114/S,TRAPPIST-1e,37.8,False,1299,388,721,443,998,Priya Kaur,False
1282_02,Europa,False,F/103/S,TRAPPIST-1e,48.6,False,1450,1080,696,970,720,Ethan Zhao,True
1283_01,Mars,False,B/76/P,TRAPPIST-1e,33.1,False,303,763,1397,815,111,Ethan Zhao,False
1283_02,Earth,True,B/47/P,TRAPPIST-1e,12.1,False,0,0,0,0,0,Mila Benson,True
1284_01,Europa,True,B/29/S,PSO J318.5-22,21.8,False,0,0,0,0,0,Priya Kaur,False
1284_02,Mars,False,F/29/P,55 Cancri e,14.5,False,12,302,159,153,753,Ilya Komarov,True
1285_01,Europa,False,E/153/S,55 Cancri e,16.2,False,775,1191,1237,1173,15,Jordan Benson,False
1285_02,Mars,False,A/189/P,TRAPPIST-1e,16.5,False,1114,1143,252,1083,1289,Leo Stark,False
1286_01,Earth,False,F/44/P,TRAPPIST-1e,37.5,True,288,497,1497,1428,547,Remy Vivaldi,False
1286_02,Mars,False,E/102/P,TRAPPIST-1e,24.9,True,960,131,1347,857,1155,Aria Lin,True
1287_01,Earth,True,E/61/P,TRAPPIST-1e,36.8,False,0,0,0,0,0,Lara Xel'Naga,False
1287_02,Europa,True,G/145/P,TRAPPIST-1e,18.2,False,0,0,0,0,0,Priya Kaur,True
1288_01,Earth,False,G/112/P,TRAPPIST-1e,18.3,False,1260,15,996,1469,955,Priya Kaur,False
1288_02,Earth,False,E/157/S,PSO J318.5-22,37.8,False,1253,1130,1412,262,1088,Remy Vivaldi,True
1289_01,Mars,False,F/22/S,PSO J318.5-22,22.4,False,1198,962,1175,475,1289,Aria Lin,False
1289_02,Europa,False,D/46/S,55 Cancri e,24.9,False,328,1186,437,1366,1390,Leo Stark,False
1290_01,Europa,True,A/49/P,PSO J318.5-22,25.4,False,0,0,0,0,0,Lara Xel'Naga,True
1290_02,Earth,False,B/26/P,TRAPPIST-1e,20.3,False,510,983,1262,580,1324,Ilya Komarov,False
1291_01,Europa,False,E/123/S,PSO J318.5-22,32.9,False,1476,1456,806,1409,618,Ethan Zhao,False
1291_02,Earth,False,D/127/S,TRAPPIST-1e,17.3,False,1318,1141,404,996,593,Leo Stark,False
1292_01,Europa,False,E/43/P,PSO J318.5-22,34.3,False,77,1457,613,868,811,Priya Kaur,False
1292_02,Europa,False,B/198/P,PSO J318.5-22,28.6,False,1100,1071,766,81,208,Hiro Tanaka,False
1293_01,Mars,True,E/178/P,TRAPPIST-1e,21.0,False,0,0,0,0,0,Leo Stark,True
1293_02,Mars,False,E/178/S,TRAPPIST-1e,20.3,False,1052,1327,993,464,1469,Lara Xel'Naga,False
1294_01,Earth,False,G/188/P,PSO J318.5-22,27.4,False,558,1382,959,90,1076,Nova Stark,False
1294_02,Mars,False,G/44/S,55 Cancri e,11.2,False,859,1227,555,155,1,Lara Xel'Naga,False
1295_01,Earth,False,E/152/P,TRAPPIST-1e,38.2,False,943,1312,370,586,328,Hiro Tanaka,True
1295_02,Mars,False,A/196/S,PSO J318.5-22,24.0,False,589,776,303,578,220,Lara Xel'Naga,False
1296_01,Europa,True,C/161/S,TRAPPIST-1e,22.7,False,0,0,0,0,0,Leo Stark,True
1296_02,Earth,True,D/147/S,55 Cancri e,17.2,True,0,0,0,0,0,Mila Benson,True
1297_01,Europa,False,F/175/S,TRAPPIST-1e,23.7,False,187,1214,1412,1238,1398,Aria Lin,False
1297_02,Europa,True,C/20/P,PSO J318.5-22,6.8,False,0,0,0,0,0,Kai Vega,True
1298_01,Mars,True,G/118/S,TRAPPIST-1e,27.7,False,0,0,0,0,0,Hiro Tanaka,True
1298_02,Mars,True,D/75/P,TRAPPIST-1e,22.8,False,0,0,0,0,0,Mila Benson,True
1299_01,Earth,False,E/101/P,TRAPPIST-1e,41.9,False,1116,425,1491,1117,132,Jordan Benson,False
1299_02,Earth,True,B/118/P,TRAPPIST-1e,41.2,False,0,0,0,0,0,Priya Kaur,True
1300_01,Earth,True,E/46/S,55 Cancri e,31.5,False,0,0,0,0,0,Nova Stark,True
1300_02,Europa,True,E/139/P,PSO J318.5-22,30.6,False,0,0,0,0,0,Nova Stark,True
1301_01,Europa,False,E/61/S,TRAPPIST-1e,30.8,False,1291,660,747,1497,800,Ethan Zhao,False
1301_02,Mars,False,G/61/P,TRAPPIST-1e,39.7,False,409,1497,1379,679,1216,Ilya Komarov,False
1302_01,Earth,True,B/12/S,PSO J318.5-22,24.4,False,0,0,0,0,0,Aria Lin,True
1302_02,Europa,False,G/153/S,PSO J318.5-22,39.9,False,1078,64,683,1295,1385,Nova Stark,False
1303_01,Earth,False,G/145/P,55 Cancri e,37.7,False,1033,738,185,1487,1157,Aria Lin,False
1303_02,Earth,False,E/14/S,PSO J318.5-22,36.7,False,834,808,170,212,26,Aria Lin,True
1304_01,Mars,True,F/9/P,TRAPPIST-1e,10.7,False,0,0,0,0,0,Remy Vivaldi,True
1304_02,Europa,True,B/70/S,TRAPPIST-1e,16.8,False,0,0,0,0,0,Kai Vega,True
1305_01,Europa,False,D/124/S,PSO J318.5-22,28.5,False,679,1285,1391,785,848,Leo Stark,False
1305_02,Mars,False,C/43/S,TRAPPIST-1e,42.7,False,869,236,726,1389,1309,Lara Xel'Naga,True
1306_01,Mars,False,D/123/P,TRAPPIST-1e,6.5,False,375,618,652,1099,1032,Lara Xel'Naga,True
1306_02,Earth,True,A/85/P,TRAPPIST-1e,27.7,False,0,0,0,0,0,Aria Lin,True
1307_01,Mars,False,C/128/S,55 Cancri e,42.8,False,1313,1084,936,1412,846,Kai Vega,False
1307_02,Europa,False,C/153/P,55 Cancri e,29.0,False,817,563,633,678,1017,Lara Xel'Naga,True
1308_01,Earth,False,C/2/S,TRAPPIST-1e,27.0,False,795,1398,1050,1216,848,Kai Vega,False
1308_02,Mars,True,B/180/P,TRAPPIST-1e,39.4,False,0,0,0,0,0,Leo Stark,True
1309_01,Earth,False,G/18/S,TRAPPIST-1e,17.6,False,632,791,550,1403,1300,Aria Lin,True
1309_02,Mars,False,D/198/S,55 Cancri e,38.2,False,605,1454,1138,1144,524,Ethan Zhao,True
1310_01,Mars,False,F/173/S,55 Cancri e,39.3,False,786,909,981,1360,378,Lara Xel'Naga,False
1310_02,Earth,True,G/89/P,PSO J318.5-22,7.7,False,0,0,0,0,0,Jordan Benson,True
1311_01,Mars,False,C/158/P,55 Cancri e,32.8,False,65,457,452,1282,1449,Nova Stark,False
1311_02,Mars,False,A/93/S,55 Cancri e,36.7,False,978,177,279,343,1040,Ilya Komarov,False
1312_01,Earth,False,G/94/P,TRAPPIST-1e,21.4,False,1217,1172,374,34,1392,Kai Vega,False
1312_02,Mars,False,G/188/S,TRAPPIST-1e,30.7,False,28,774,220,52,790,Ilya Komarov,True
1313_01,Europa,False,G/147/S,TRAPPIST-1e,34.2,False,116,279,1198,745,948,Hiro Tanaka,True
1313_02,Earth,True,E/137/P,TRAPPIST-1e,28.2,False,0,0,0,0,0,Priya Kaur,True
1314_01,Earth,False,A/177/P,TRAPPIST-1e,33.3,False,1044,1096,841,1059,1256,Priya Kaur,False
1314_02,Earth,False,A/132/S,55 Cancri e,16.6,False,496,205,425,43,1114,Lara Xel'Naga,False
1315_01,Mars,True,G/45/S,55 Cancri e,9.5,False,0,0,0,0,0,Mila Benson,True
1315_02,Mars,False,C/176/P,TRAPPIST-1e,41.6,False,1490,453,594,1356,506,Ilya Komarov,False
1316_01,Mars,False,F/55/S,PSO J318.5-22,24.6,False,1399,1153,619,413,1094,Priya Kaur,True
1316_02,Mars,False,A/92/S,PSO J318.5-22,16.8,False,1427,1420,336,909,275,Kai Vega,True
1317_01,Mars,False,F/123/S,PSO J318.5-22,4.3,False,174,1408,240,546,13,Lara Xel'Naga,False
1317_02,Mars,False,A/80/P,TRAPPIST-1e,17.8,False,1218,1420,1454,1329,1357,Lara Xel'Naga,False
1318_01,Europa,True,D/162/S,TRAPPIST-1e,43.2,False,0,0,0,0,0,Nova Stark,True
1318_02,Europa,False,G/8/P,TRAPPIST-1e,6.6,True,1475,746,768,871,494,Hiro Tanaka,False
1319_01,Mars,True,A/137/P,PSO J318.5-22,21.3,False,0,0,0,0,0,Lara Xel'Naga,True
1319_02,Earth,False,D/170/S,TRAPPIST-1e,34.6,False,1075,1399,1418,1020,141,Kai Vega,False
1320_01,Europa,False,G/133/S,PSO J318.5-22,7.5,False,572,648,912,639,615,Aria Lin,False
1320_02,Mars,False,D/44/S,PSO J318.5-22,21.2,False,697,908,177,868,1029,Nova Stark,False
1321_01,Europa,False,E/33/P,55 Cancri e,21.0,False,1379,394,299,748,284,Lara Xel'Naga,True
1321_02,Europa,False,F/138/P,TRAPPIST-1e,19.2,False,329,49,772,377,999,Priya Kaur,True
1322_01,Europa,False,D/21/S,TRAPPIST-1e,22.4,False,1083,867,1098,2,747,Hiro Tanaka,False
1322_02,Earth,False,G/26/S,TRAPPIST-1e,22.7,False,1471,274,214,328,254,Lara Xel'Naga,False
1323_01,Mars,False,A/22/P,PSO J318.5-22,41.8,False,1347,1227,1195,216,1268,Mila Benson,True
1323_02,Mars,False,D/138/P,PSO J318.5-22,22.6,False,1359,1321,831,181,333,Remy Vivaldi,False
1324_01,Mars,False,A/71/S,55 Cancri e,26.0,True,899,641,1250,633,450,Mila Benson,False
1324_02,Europa,False,G/185/P,TRAPPIST-1e,33.5,False,195,1227,457,829,256,Hiro Tanaka,True
1325_01,Earth,True,G/109/S,55 Cancri e,30.0,False,0,0,0,0,0,Nova Stark,True
1325_02,Europa,False,E/138/P,PSO J318.5-22,22.0,False,948,1224,1082,886,392,Ethan Zhao,True
1326_01,Europa,False,B/173/S,TRAPPIST-1e,25.5,False,479,133,915,934,354,Jordan Benson,True
1326_02,Earth,False,A/3/P,55 Cancri e,31.3,False,583,624,1130,289,824,Hiro Tanaka,False
1327_01,Earth,True,G/81/S,TRAPPIST-1e,33.6,False,0,0,0,0,0,Leo Stark,True
1327_02,Earth,False,C/137/P,55 Cancri e,18.2,False,326,1438,209,1319,1421,Mila Benson,True
1328_01,Earth,False,C/55/S,TRAPPIST-1e,12.5,False,427,392,825,915,1132,Nova Stark,False
1328_02,Mars,False,D/194/S,TRAPPIST-1e,41.2,False,347,49,915,1128,1443,Jordan Benson,True
1329_01,Mars,False,E/103/P,TRAPPIST-1e,25.2,False,1296,1016,648,1363,300,Hiro Tanaka,True
1329_02,Earth,False,E/83/S,TRAPPIST-1e,28.9,False,1288,165,315,0,1019,Kai Vega,False
1330_01,Earth,True,C/99/S,TRAPPIST-1e,17.4,False,0,0,0,0,0,Hiro Tanaka,True
1330_02,Mars,False,A/26/S,TRAPPIST-1e,46.0,False,1344,1224,221,151,643,Aria Lin,False
1331_01,Europa,True,E/62/S,55 Cancri e,9.0,False,0,0,0,0,0,Mila Benson,False
1331_02,Mars,False,G/167/S,55 Cancri e,24.7,True,1225,994,1014,646,1257,Remy Vivaldi,True
1332_01,Mars,True,G/66/S,TRAPPIST-1e,25.7,False,0,0,0,0,0,Aria Lin,True
1332_02,Earth,False,E/179/S,TRAPPIST-1e,28.4,False,1080,1165,721,639,105,Remy Vivaldi,False
1333_01,Europa,False,D/68/P,TRAPPIST-1e,31.3,False,89,873,1251,1102,607,Mila Benson,True
1333_02,Mars,False,B/126/P,TRAPPIST-1e,32.6,False,348,893,245,271,402,Ilya Komarov,False
1334_01,Mars,True,G/131/P,TRAPPIST-1e,9.1,False,0,0,0,0,0,Aria Lin,True
1334_02,Earth,False,E/59/S,TRAPPIST-1e,41.9,False,960,897,1079,1126,283,Hiro Tanaka,False
1335_01,Earth,False,D/67/P,55 Cancri e,25.1,False,85,319,1055,335,50,Priya Kaur,False
1335_02,Earth,False,E/117/S,TRAPPIST-1e,32.4,False,1102,173,500,75,315,Nova Stark,True
1336_01,Europa,True,G/197/S,55 Cancri e,39.1,False,0,0,0,0,0,Ilya Komarov,True
1336_02,Mars,True,C/51/P,PSO J318.5-22,25.0,False,0,0,0,0,0,Priya Kaur,False
1337_01,Earth,False,G/99/S,PSO J318.5-22,40.1,False,1009,731,1094,968,853,Mila Benson,True
1337_02,Earth,False,G/134/P,55 Cancri e,10.4,False,665,651,1094,45,1070,Priya Kaur,False
1338_01,Europa,False,E/57/P,TRAPPIST-1e,7.0,False,965,868,928,1023,1000,Ilya Komarov,False
1338_02,Earth,True,F/3/P,PSO J318.5-22,25.9,False,0,0,0,0,0,Nova Stark,True
1339_01,Europa,False,A/48/P,TRAPPIST-1e,36.4,False,1356,396,295,106,859,Kai Vega,False
1339_02,Earth,False,A/168/P,TRAPPIST-1e,41.3,False,953,529,1106,933,287,Hiro Tanaka,True
1340_01,Europa,False,D/35/P,TRAPPIST-1e,22.6,False,214,1304,731,1482,343,Jordan Benson,True
1340_02,Europa,False,F/152/S,TRAPPIST-1e,20.6,False,193,157,464,103,33,Lara Xel'Naga,True
1341_01,Europa,True,E/165/P,TRAPPIST-1e,33.0,False,0,0,0,0,0,Ethan Zhao,True
1341_02,Earth,False,B/37/S,55 Cancri e,28.7,False,690,591,140,473,1054,Mila Benson,False
1342_01,Europa,False,B/191/S,TRAPPIST-1e,22.8,False,1110,303,1084,395,333,Hiro Tanaka,False
1342_02,Earth,True,A/127/S,TRAPPIST-1e,33.0,False,0,0,0,0,0,Mila Benson,True
1343_01,Europa,False,B/45/S,TRAPPIST-1e,35.8,False,1100,732,1384,76,508,Hiro Tanaka,True
1343_02,Earth,False,E/111/P,PSO J318.5-22,34.6,False,1187,1032,1198,461,1330,Mila Benson,False
1344_01,Earth,False,D/178/P,TRAPPIST-1e,35.1,False,31,997,761,568,309,Lara Xel'Naga,False
1344_02,Earth,False,G/61/S,55 Cancri e,26.5,False,1395,829,991,1079,790,Jordan Benson,False
1345_01,Earth,False,E/150/P,TRAPPIST-1e,18.0,False,993,77,533,107,1296,Ilya Komarov,False
1345_02,Earth,True,D/63/P,TRAPPIST-1e,49.9,False,0,0,0,0,0,Hiro Tanaka,False
1346_01,Earth,False,B/158/S,TRAPPIST-1e,35.5,False,1327,204,1136,864,1276,Mila Benson,False
1346_02,Earth,True,A/53/S,55 Cancri e,25.6,True,0,0,0,0,0,Priya Kaur,True
1347_01,Earth,False,D/37/P,TRAPPIST-1e,15.2,True,527,353,622,1024,926,Kai Vega,False
1347_02,Europa,False,F/105/P,55 Cancri e,34.6,False,1443,1184,160,870,1151,Lara Xel'Naga,False
1348_01,Earth,False,A/117/S,TRAPPIST-1e,40.9,False,472,556,79,1062,239,Mila Benson,False
1348_02,Earth,False,G/78/S,TRAPPIST-1e,22.9,False,556,589,1360,1303,1139,Lara Xel'Naga,True
1349_01,Mars,True,C/47/P,55 Cancri e,17.3,False,0,0,0,0,0,Jordan Benson,True
1349_02,Europa,False,F/187/P,55 Cancri e,25.9,False,33,385,248,1134,1117,Ethan Zhao,False
1350_01,Mars,False,D/158/P,TRAPPIST-1e,17.7,False,851,873,375,723,201,Leo Stark,False
1350_02,Mars,False,B/34/S,55 Cancri e,43.8,False,444,296,1331,492,337,Ilya Komarov,False
1351_01,Earth,False,A/174/P,TRAPPIST-1e,22.0,False,1089,791,1445,961,316,Ethan Zhao,False
1351_02,Mars,False,D/10/P,TRAPPIST-1e,55.1,False,941,625,74,938,58,Aria Lin,True
1352_01,Mars,False,G/24/P,55 Cancri e,14.8,False,34,161,981,798,894,Leo Stark,False
1352_02,Europa,True,E/138/S,TRAPPIST-1e,25.6,False,0,0,0,0,0,Leo Stark,True
1353_01,Mars,False,B/55/S,TRAPPIST-1e,13.8,False,851,1446,347,693,934,Mila Benson,False
1353_02,Earth,False,C/7/P,55 Cancri e,41.0,False,912,146,1397,674,1439,Priya Kaur,False
1354_01,Mars,True,A/126/S,PSO J318.5-22,48.3,False,0,0,0,0,0,Lara Xel'Naga,True
1354_02,Earth,True,D/147/P,TRAPPIST-1e,25.6,False,0,0,0,0,0,Ethan Zhao,True
1355_01,Earth,False,B/72/S,55 Cancri e,22.4,False,418,349,41,1390,28,Ilya Komarov,False
1355_02,Earth,False,A/58/S,TRAPPIST-1e,25.6,False,965,784,13,919,817,Lara Xel'Naga,True
1356_01,Earth,True,B/52/S,PSO J318.5-22,12.2,False,0,0,0,0,0,Lara Xel'Naga,False
1356_02,Mars,False,A/54/P,TRAPPIST-1e,23.9,False,294,1206,863,547,1060,Mila Benson,False
1357_01,Mars,True,C/191/S,55 Cancri e,29.8,False,0,0,0,0,0,Jordan Benson,True
1357_02,Earth,False,E/197/P,TRAPPIST-1e,31.0,False,594,1182,1352,613,1106,Leo Stark,False
1358_01,Earth,False,G/24/S,55 Cancri e,35.7,False,1045,1155,464,1479,1325,Aria Lin,True
1358_02,Earth,True,D/52/S,PSO J318.5-22,35.8,False,0,0,0,0,0,Aria Lin,True
1359_01,Europa,False,D/190/P,TRAPPIST-1e,28.4,True,394,1143,245,567,37,Ethan Zhao,False
1359_02,Mars,False,A/141/S,55 Cancri e,7.1,False,244,20,1133,393,1433,Leo Stark,True
1360_01,Earth,True,E/151/S,PSO J318.5-22,26.3,False,0,0,0,0,0,Leo Stark,True
1360_02,Earth,False,B/115/P,TRAPPIST-1e,28.3,False,510,911,360,715,218,Jordan Benson,False
1361_01,Europa,False,F/95/S,TRAPPIST-1e,21.5,False,752,922,831,793,1243,Hiro Tanaka,False
1361_02,Earth,True,A/49/S,PSO J318.5-22,19.5,True,0,0,0,0,0,Nova Stark,True
1362_01,Europa,True,D/106/P,55 Cancri e,21.5,False,0,0,0,0,0,Hiro Tanaka,True
1362_02,Earth,True,F/70/S,55 Cancri e,17.9,False,0,0,0,0,0,Ethan Zhao,True
1363_01,Earth,False,C/165/P,TRAPPIST-1e,32.9,False,805,188,80,107,1344,Priya Kaur,False
1363_02,Europa,False,B/168/P,55 Cancri e,31.6,False,685,345,327,554,301,Kai Vega,False
1364_01,Earth,False,D/37/P,55 Cancri e,26.3,False,644,275,1175,1187,1313,Jordan Benson,False
1364_02,Europa,False,B/120/P,TRAPPIST-1e,41.6,False,1401,620,637,1333,929,Remy Vivaldi,False
1365_01,Earth,False,B/89/S,TRAPPIST-1e,28.8,True,182,1329,71,1242,718,Jordan Benson,True
1365_02,Earth,False,E/36/S,TRAPPIST-1e,36.5,False,1196,1295,725,1491,268,Aria Lin,False
1366_01,Earth,False,G/162/S,TRAPPIST-1e,32.4,False,146,1452,1188,889,309,Kai Vega,False
1366_02,Mars,True,A/16/S,PSO J318.5-22,30.7,False,0,0,0,0,0,Mila Benson,True
1367_01,Mars,True,A/33/P,55 Cancri e,25.5,False,0,0,0,0,0,Jordan Benson,True
1367_02,Europa,False,B/52/P,55 Cancri e,21.6,False,754,438,742,739,794,Aria Lin,False
1368_01,Mars,True,A/168/S,55 Cancri e,12.3,False,0,0,0,0,0,Mila Benson,True
1368_02,Mars,False,C/58/S,TRAPPIST-1e,33.1,False,257,1257,1359,408,974,Mila Benson,False
1369_01,Earth,False,B/113/S,TRAPPIST-1e,37.4,False,901,973,1104,273,275,Kai Vega,False
1369_02,Earth,True,A/86/P,TRAPPIST-1e,35.7,False,0,0,0,0,0,Ethan Zhao,True
1370_01,Europa,False,F/80/S,TRAPPIST-1e,20.2,False,1319,1062,287,1147,875,Nova Stark,False
1370_02,Mars,True,D/137/P,TRAPPIST-1e,35.4,False,0,0,0,0,0,Jordan Benson,True
1371_01,Earth,False,F/47/S,55 Cancri e,31.0,False,1120,1214,1097,446,784,Priya Kaur,False
1371_02,Mars,False,D/90/S,TRAPPIST-1e,31.1,False,560,483,848,721,115,Kai Vega,False
1372_01,Europa,False,D/140/S,55 Cancri e,25.4,False,406,1336,693,1171,1365,Kai Vega,False
1372_02,Earth,False,G/21/P,55 Cancri e,52.7,False,494,947,22,1128,557,Remy Vivaldi,False
1373_01,Earth,False,A/131/S,55 Cancri e,27.3,False,77,1345,806,1264,1041,Kai Vega,False
1373_02,Earth,True,G/70/P,TRAPPIST-1e,46.9,False,0,0,0,0,0,Ethan Zhao,True
1374_01,Europa,False,E/40/P,TRAPPIST-1e,31.1,False,276,1447,1499,1050,513,Aria Lin,False
1374_02,Earth,False,G/92/P,TRAPPIST-1e,29.9,False,463,806,823,362,1406,Lara Xel'Naga,True
1375_01,Mars,False,C/73/P,PSO J318.5-22,19.3,False,721,1207,1448,1398,40,Aria Lin,False
1375_02,Mars,False,E/141/P,55 Cancri e,47.5,False,1003,259,440,925,855,Remy Vivaldi,True
1376_01,Europa,False,C/58/S,PSO J318.5-22,36.7,False,985,1461,135,1206,1195,Kai Vega,False
1376_02,Mars,False,F/17/S,55 Cancri e,47.3,False,908,860,787,589,955,Priya Kaur,True
1377_01,Mars,False,G/199/P,TRAPPIST-1e,27.3,False,294,52,805,1455,51,Jordan Benson,False
1377_02,Earth,True,G/95/S,TRAPPIST-1e,40.1,False,0,0,0,0,0,Kai Vega,True
1378_01,Europa,True,G/8/P,PSO J318.5-22,58.8,False,0,0,0,0,0,Kai Vega,True
1378_02,Mars,False,G/62/S,TRAPPIST-1e,20.0,False,763,885,911,546,1424,Ethan Zhao,False
1379_01,Mars,False,A/52/P,TRAPPIST-1e,26.7,False,1489,559,378,1200,1075,Remy Vivaldi,True
1379_02,Mars,False,E/160/P,TRAPPIST-1e,17.2,False,78,1408,833,1031,1237,Kai Vega,True
1380_01,Earth,True,D/30/P,TRAPPIST-1e,24.0,False,0,0,0,0,0,Ilya Komarov,True
1380_02,Europa,False,G/167/S,TRAPPIST-1e,27.7,False,1480,1484,197,1117,436,Jordan Benson,False
1381_01,Europa,False,B/195/S,PSO J318.5-22,47.0,False,586,103,626,1062,457,Mila Benson,False
1381_02,Earth,True,F/73/S,55 Cancri e,32.2,False,0,0,0,0,0,Nova Stark,False
1382_01,Europa,True,B/113/S,TRAPPIST-1e,12.5,False,0,0,0,0,0,Lara Xel'Naga,True
1382_02,Earth,False,B/143/S,55 Cancri e,14.0,False,1255,38,818,46,35,Ilya Komarov,True
1383_01,Mars,False,A/184/P,55 Cancri e,27.6,False,1169,367,64,1251,753,Leo Stark,True
1383_02,Earth,False,E/29/S,TRAPPIST-1e,25.6,False,815,755,180,596,1178,Remy Vivaldi,False
1384_01,Europa,False,D/65/S,55 Cancri e,21.7,False,1458,1122,615,1395,1385,Priya Kaur,True
1384_02,Earth,False,A/115/S,55 Cancri e,20.9,False,111,452,755,1192,583,Mila Benson,True
1385_01,Earth,False,F/186/S,TRAPPIST-1e,22.6,False,983,252,1459,560,1445,Priya Kaur,True
1385_02,Earth,False,F/76/P,PSO J318.5-22,32.7,False,1326,71,1286,221,1100,Leo Stark,False
1386_01,Earth,False,A/101/P,TRAPPIST-1e,15.3,False,540,625,105,1154,1380,Leo Stark,False
1386_02,Mars,True,F/121/P,TRAPPIST-1e,28.1,False,0,0,0,0,0,Aria Lin,True
1387_01,Earth,False,F/31/P,55 Cancri e,28.3,False,232,368,1274,945,1131,Nova Stark,False
1387_02,Earth,True,A/189/P,55 Cancri e,24.4,False,0,0,0,0,0,Lara Xel'Naga,True
1388_01,Earth,False,A/56/P,TRAPPIST-1e,13.4,True,583,794,174,122,226,Aria Lin,False
1388_02,Earth,False,B/73/P,PSO J318.5-22,13.0,False,443,427,1106,764,631,Jordan Benson,False
1389_01,Earth,False,C/139/S,55 Cancri e,22.7,False,427,617,924,811,106,Mila Benson,True
1389_02,Earth,False,E/20/P,TRAPPIST-1e,35.8,False,658,1285,1182,264,1491,Mila Benson,True
1390_01,Mars,False,D/122/S,PSO J318.5-22,24.0,False,1320,895,992,244,1323,Priya Kaur,False
1390_02,Europa,True,F/63/P,PSO J318.5-22,30.5,False,0,0,0,0,0,Hiro Tanaka,False
1391_01,Earth,False,A/24/P,TRAPPIST-1e,34.6,True,385,758,1335,413,1301,Jordan Benson,False
1391_02,Earth,False,D/67/P,55 Cancri e,26.5,False,714,758,746,592,1379,Hiro Tanaka,False
1392_01,Earth,False,B/142/S,TRAPPIST-1e,29.4,False,1068,1344,650,1349,147,Jordan Benson,True
1392_02,Europa,True,D/127/S,TRAPPIST-1e,8.7,False,0,0,0,0,0,Hiro Tanaka,True
1393_01,Mars,False,A/88/S,TRAPPIST-1e,27.6,False,104,1497,395,1469,605,Aria Lin,True
1393_02,Europa,False,D/42/P,PSO J318.5-22,22.2,False,1243,850,441,872,666,Lara Xel'Naga,True
1394_01,Earth,False,F/95/S,55 Cancri e,29.0,False,1328,1428,501,347,1263,Ilya Komarov,True
1394_02,Mars,True,A/7/S,TRAPPIST-1e,22.8,False,0,0,0,0,0,Priya Kaur,True
1395_01,Mars,False,C/194/S,55 Cancri e,10.4,False,1360,25,1432,1100,216,Remy Vivaldi,False
1395_02,Europa,True,A/125/S,TRAPPIST-1e,15.3,False,0,0,0,0,0,Priya Kaur,True
1396_01,Earth,False,C/19/S,55 Cancri e,19.9,False,669,717,309,598,266,Ethan Zhao,False
1396_02,Earth,False,B/145/P,TRAPPIST-1e,33.1,False,1438,645,1290,1356,1022,Leo Stark,False
1397_01,Mars,False,D/48/S,TRAPPIST-1e,26.2,False,1270,1059,1424,27,219,Leo Stark,True
1397_02,Earth,False,D/175/P,TRAPPIST-1e,48.2,False,405,270,791,962,1309,Jordan Benson,False
1398_01,Europa,True,C/54/S,55 Cancri e,32.7,False,0,0,0,0,0,Lara Xel'Naga,True
